Teks,Label
"SUPER PROMO ""Custom Made"" Beli 2 Gratis 1(LUXURY/PREMIUM/STANDAR-bebas pilih*)+Gratis Masker ""Ready Made"" Beli 2 Gratis 2 1-30 Jun @Karuizawa Shirt *S&K berlaku",2
"Kuotanya makin gede, harganya pas di kantong
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. 22GB, 50rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
Tarot: Bahagialah dengan pilihan kamu saat ini. Memang terasa berat bagi kamu dan jangan pernah merasa jika dunia tidak adil bagimu. Utk berhenti ketik Unreg Ta,2
"JOVANKO KENSHIAN (NIK: 31xxx04) NO TIKET VAKSIN KEDUA Anda Z-0000IBE5, jdwl vaksin TGL 06Sep, DI Klinik Griya Kasih Indah",2
Sertifikat vaksinasi ke-1 JOVANKO KENSHIAN (NIK: 31xxx04) tersedia di https://asset.pedulilindungi.id/cert/1/3231/d586/60c5e011dea6b4c394ed3220.png atau akses lebih mudah lewat aplikasi PeduliLindungi di PlayStore dan AppStore,2
"Kuotanya makin gede, harganya pas di kantong
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. 22GB, 50rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"CS:021-22774301. Gunakan warna pakaian panjangmu sesuai dengan warna jilbab yang sedang dikenakan,sehingga terlihat serasi URL (trf data berlaku) *123*44#",2
"Paket kuota besar spesial untukmu
1. 1GB, 5rb/3hr
2. 15GB, 40rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Gak usah nunggu sampai putus koneksi, Pulsa/Kuota Darurat di *505# bisa kamu akses kapan aja saat kamu lagi perlu, bayarnya nanti aja saat isi ulang",2
"Tarot: Coba untuk diskusi bersama keluarga, bijaklah dalam mengelola keuangan. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214",2
"ass...
butuh p1njaman d4na
t4npa agunan???
5jta s/d 500jta
U/info chat
WhatsApp:081524184099",1
"Cara membuat es leci jelly, Sirup Leci, Jeli Instan, Leci Kaleng, Susu Kental Manis Putih, Agar Agar, Jeli Bubble.
klik link http://bit.ly/RESEPKU",2
"Maaf Menganggu 
Butuh Dana
BUAT USAHA & Kebutuhan Lain
Bunga 2%
Di Sini Solusinya 
Min 5jt-500jt
Untuk Info
Whatsapp ;
085396274392",1
"'Slmat no sim card
mndapat hdiah 
Cek RP. 175jta
dgn PIN: ck805ku
info lengkp klik:
www.program-give-away.ga",1
"Membuat kaldu ayam, didihkan air, masukan sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. STOP : Unreg Ke 99157",2
"Paket kuota besar spesial untukmu
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
Tarot: Merasa tidak dihargai pasangan telah membuatmu begitu sakit hati. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214,2
"Kuotanya makin gede, harganya pas di kantong
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. 28GB, 65rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Slmt
NO.Anda Resmi
Men-dapatkan Hadiah
Ke-2 Cek Tunai
Rp.175jt Kode ID
pemenang;[WHA012]
U/Info Hadiah
Klik
bit.ly/whatsapp-175",1
"Paket kuota besar spesial untukmu
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
Bakmi GM Day tgl 21cuma Rp21rb (Bakmi Spc GM/Pangsit Grg/Bakmi Frz dll). FREE KrispiChips & pot ongkir utk advanced order s.d 20Juni. Psn https://bit.ly/3vA8L7T,2
Assalamualaikum. . Piye kabare ng jowo? wes lali ta karo koncone nag kalimantan? kok suwe gk tau ngabari!!,0
"Kuotanya makin gede, harganya pas di kantong
1. 2GB, 6600/hr
2. 50GB, 100rb/30hr
3. 100GB, 150rb/30hr
masih ada yg lain, beli di *123*60#
bit.ly/m3mkd",2
"Bpk/Ibu Yth Ingin belanja barang lelang Aman,Murah,Berqualitas,Original/Asli
 Surat2 & Documen lengkap 
Klik link ; 
http://bit.ly/info-lelang-03
 Trima kasih",1
"Bpk/Ibu Yth Ingin belanja barang lelang Aman,Murah,Berqualitas,Original/Asli
 Surat2 & Documen lengkap 
Klik link ; 
http://bit.ly/info-lelang-03
 Trima kasih",1
"No simCARD Anda Trdftar
Di BPJS Pusat Urutan Ke 7
M-dapatkan Bantuan 200jt U/Info;
bit.ly/BantuanResmiBPJS-2021
Masukkan Pin di Locked:7SBR47",1
"Kuotanya makin gede, harganya pas di kantong
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. 28GB, 65rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
Promo Payday! Nasi Ayam GM/ Nasi Ayam Cah Cabai   Es Teh Manis & FREE Caisim Saus Tiram(s) cuma 33 ribuan! Berlaku s.d 30 Juni. Psn skrg https://bit.ly/3vA8L7T,2
"Tetap terhubung dengan Kuota Darurat! Ketik"" YA"" untuk dapatkan seharga Rp4900 sekarang dan bayar nanti pada saat isi ulang.Ketik *505# untuk lihat pilihan lainnya Yellow 1GB/hr",2
"Paket kuota besar spesial untukmu
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Tetap terhubung dengan Kuota Darurat! Ketik"" YA"" untuk dapatkan seharga Rp4900 sekarang dan bayar nanti pada saat isi ulang.Ketik *505# untuk lihat pilihan lainnya Yellow 1GB/hr",2
"Paket kuota besar spesial untukmu
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Alhamdulillah berkat bantuan AKI JAGAT semua hutang sy udah lunas,ingin sperti sy slahkn KLIK
www.layanan-pesugihan.com",1
"INFO RESMI
NO..ANDA
Tr-pilih
Mn-dpatkan
HADIAH 
Rp.175jt.Dr
WHATSAPP
PIN;WHA012
U/info klik
bit.ly/whatsapp-inc35",1
"Kuotanya makin gede, harganya pas di kantong
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. 28GB, 65rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Kurangi risiko terpapar virus COVID-19 dgn hindari tempat 3 kondisi berikut: ramai, sempit, tertutup. Selalu #PakaiMasker di tempat publik. covid19.go.id",2
"Paket kuota besar spesial untukmu
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"NASABAH Yth,
Kami Dari Kantor
BPJS PUSAT
Menyampaikan Bahwa
Anda Mndptkan
Cek Rp.78 Jta 
Kode BPJS 27JS99
Klarifikasi Kode
BPJS Anda di:
bit.ly/bantuanbpjs34",1
"Kuotanya makin gede, harganya pas di kantong
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. 28GB, 65rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Paket kuota besar spesial untukmu
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Kuotanya makin gede, harganya pas di kantong
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. 28GB, 65rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Paket kuota besar spesial untukmu
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Kuotanya makin gede, harganya pas di kantong
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. 28GB, 65rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Maaf mengganggu waktunya
mba/mas kami menawarkan
pinjaman online dengan bunga 02%
jika minat wa 082310471427",1
"Paket kuota besar spesial untukmu
1. 2GB, 9rb/5hr
2. 25GB, 60rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Kuotanya makin gede, harganya pas di kantong
1. 2GB, 6600/hr
2. 28GB, 80rb/30hr
3. 40GB, 90rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Paket kuota besar spesial untukmu
1. 3GB, 10rb/3hr
2. 28GB, 80rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Kuotanya makin gede, harganya pas di kantong
1. 2GB, 6600/hr
2. 28GB, 80rb/30hr
3. 40GB, 90rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"maaf menggangu waktunya mba/mas kami
menawarkan pinjaman dengan bunga 02% jika minat WA;085247547898",1
"Paket kuota besar spesial untukmu
1. 4GB, 10rb/3hr
2. 28GB, 80rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
Team GIVEAWAY Baim Wong Menyatakan Anda Memenangkan Hadiah 30jt dari Kami. utk Info klik https://wa.me/+6281525840001,1
Team GIVEAWAY Baim Wong Menyatakan Anda Memenangkan Hadiah 30jt dari Kami. utk Info klik https://wa.me/+6281525839920,1
Sudah divaksinasi COVID-19? Jangan lupa unduh sertifikatnya dan simpan kelak dibutuhkan. Cara unduh sertifikat vaksin di http://s.id/sertivaksin. covid19.go.id,2
"INFO PINJ4M4N D4N4 ONLINE
PROSES MUD4H/CEP4T
PINJ4MAN MINIM4L 5JT S/D
500JT
BUNG4 RENDAH 2% THN
MINAT WHATSAPP :0823-3835-2253",1
"#DiRumahAja tetap seru kuota tetap penuh:
1. 4GB, 10rb/3hr
2. 28GB, 80rb/30hr
3. Diskon Freedom U (Unlimited)
lainnya?cek *123*60#
atau bit.ly/IM3HotPromo",2
"Kuotanya makin gede, harganya pas di kantong
1. 4GB, 10rb/3hr
2. 28GB, 80rb/30hr
3. 40GB, 90rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
Mau Pulsa Darurat Rp2000 Bayarnya Nanti Saat Isi Ulang Berikutnya + Fee Rp800? Ketik YA kirim ke 505 Sekarang. Info: im3.do/pulsadarurat,2
"Resep jitu bersatu lawan COVID-19: #SEMUAWAJIBPAKAIMASKER jangan pernah lepas, tidak berkerumun, cuci tangan pakai sabun, siap divaksinasi. covid19.go.id",2
"Selamat,Anda
M-dpatkan
Rp,35.000.000
Dari Giveaway
BaimPaula!
CODE ID; (001498788)
info lanjutklik
bit.ly/3wV71qC WA
bit.ly/6285657023964",1
"Paket kuota besar spesial untukmu
1. 1GB, 5rb/3hr
2. 25GB, 60rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
"Cara mudah dpt HOT PROMO:
1. *123*60#
2.WA, klik: bit.ly/IM3HotPromo
3.myIM3 app: bit.ly/m3mkd (bisa pake ovo/gopay)
4.klik dr Androidmu: http://Bit.ly/im3mdp",2
"GRATIS Nelp, SMS & Internetan SEHARIAN ke no Isat, kalau kamu pake HP kamu buat nelp atau SMSan atau Internatan sekarang!",2
"081327529308 pks kesiswaan sma atisa dipamkara, u.p. pak agung",0
"INFO PINJ4M4N D4N4 ONLINE,
PROSES MUD4H/CEPAT,
PINJAMAN MINAM4L 5JT S/D 500JT,
BUNG4 RENDAH 4% THN
MINAT WHATSAPP;
+6285397202877",1
"asslkum . pye kbre neng jowo . podo sehat kabeh to . 
bls",0
"BUTUH D4N4 UNTUK US4H4 DLL,,T4NP4 J4M1N4N BUNG4 2%/THN 
1NFO Wa: 089671769277",1
"Tetap aman di rumah dan nikmati layanan Pulsa Darurat agar tetap terhubung dg teman dan keluarga. Tekan *505# atau balas ""PULSA"" atau ""PAKET"" melalui sms ini.",2
"Pelanggan yth,
kami dari kantor
My pertamina pusat
Menyampaikan Bahwa
Anda Mendpat-kan
Cek Sbesar 15Ojt
pin(479kl27)
Klarifikasi kode:
www.infoper-tamina91.cf",1
"Ass, BAPAK & IBU
kmi disini menawarkan pnjamn
di bulan ini
proses mudah & cepat
bunga 2% pertahun
Min 5jt-500jt
sihkan HUB:082271214996 ",1
"B@P4K/IBU
4ND@ BUTUH D@NA PINJ4M4N 
MIN 5JT S/D 500JT
CHAT WhatsaAPP
085233027847",1
"BUTUH MODAL
buat usaha
kami SIAP MEMBANTU
dari AGEN PIN-OL
aman TERPERCAYA
WHATSAPP +6281932939222",1
Jangan biarkan pandemi membatasi komunikasimu dgn teman & keluarga. Tekan *505# utk dptkan PULSA & KUOTA Darurat scr aman dr rumah. Bayar nanti waktu isi ulang.,2
Maaf mengganggu bpk/ibu saya bpk dermawan bisa membantu anda masalah keuangan hanya dgn bunga 2% wa 081543170499,1
"FINMAS
Layani Pinjaman 10-500jt
-Tanpa Admin
-Tanpa Agunan
-Tanpa BI Cheking
Info Hub WA:
VINOLA
https://wa.me/6283111614555",1
"Anda Mndptkan
Subsidi Pemerintah
Rp.189.000.000
PIN PEMEN4NG; 717747
INFO
WA: 082396069135
BUKA;
bit.ly/galeri-pertamina35",1
"BUTUH MODAL buat usaha
kami SIAP membantu
5jt/500jt
DAN BUNGA RINGAN
dari AGEN PIN-OL
aman TERPERCAYA
WHATSAPP 085696070196",1
"Pelanggan 082114411738, Selamat! Nomor Kamu di Hape Ini Baru Saja Dapat +2000 COIN PULSA di *500*75#

SEGERA Hub *500*75# utk Ambil. Bisa Kamu Tukar Jadi PULSA!",1
Jangan biarkan pandemi membatasi komunikasimu dgn teman & keluarga. Tekan *505# utk dptkan PULSA & KUOTA Darurat scr aman dr rumah. Bayar nanti waktu isi ulang.,2
Ayo gunakan aplikasi PeduliLindungi untuk lindungi diri dan keluarga. Unduh aplikasi PeduliLindungi lewat Apps Store dan Google Play Store. covid19.go.id,2
"BUTUH MODAL buat usaha
kami SIAP membantu
5jt/500jt
DAN BUNGA RINGAN
dari AGEN PIN-OL
aman TERPERCAYA
WHATSAPP 085696070196",1
"ALAMDULILLAH saya
sriwahyuni HUTANG
SAYA TERLUNASI
BERKAT BANTUAN KYAI
H.YUSUF TERBUKTI
DAN NYATA ADANYA
PESUGIHAN ISLAM
TAMPA TUMBAL
WA;087889928777",1
"Selamat NO Anda
terdaftar meraih
cek 175juta
PIN;(WHA012
Info klik
bit.ly/whatsappjkt-17",1
"PT. HIG Hadir Memberikan
Penghasilan Tambahan
Setiap 5 Hari
Profit 20% - 40%
Wa Admin: 08152335267
Link Wa: https://bit.ly/2W9t53m
Website: www.forexhig.com",1
"PESAN RESMI !!!!
Selamat Anda mndptkan
SUBSIDI PEMERINTAH
Rp.189.000.000
KODE ID (717747)
Silahkan Chat kami
Whatsapp: 0823158227499
s.id/pertamina499",1
KSP SEJAHTERA BERSAMA Mnawarkan pinjaman berbasis online tanpa agunan dan tanpa survei bunga rendah hanya 2% MIN pinjaman 5jt sampai 500jt info WA 087827398789,1
"ASSALAMUALAIKUM...YTH kpd
IBU/BPK BTH T4MBAHAN
UNTK US4HA DLL
U/INFO/CHAT
WH4TSHAPP
:+6281649524659",1
"ASS..
Bntuan Sosial (BANSOS)
Dri Bpjs Kesehatan Rp.37jt
Info klik link : Bit.ly/bpjs-2021q
Masukkan KD : M15H457",1
"ASS,,kepada yth bpk/ibu kami 
menawarkan pinjaman online 
minpinjaman 5jt-500jt
minat chat wa,085256436491  ",1
"Pelanggan 082114411738, Kamu Dapat Pesan. Untuk Baca, Hubungi *101*11# Sekarang, Chatting Tanpa Kuota Internet & Raih bonus Pulsa",2
"Selamat , Anda M-dpatkan 
c3k tunai Rp.189,000,000,00 
Dari PT.PERTAMINA pusat 
CODE ID (717747) Cek ID Anda Di: 
s.id/CS-Pertamina",1
"Assalamualaikum Bpk/Ibu.
MOHON Maaf jika Mengganggu
jika Butuh M0d4L US4H4 DLL
BUNGA 2% Pertahun Mulai Dari 5jt s/d 500
jt Silahkan CHAT ""VIA
WA:083180657444",1
"SELAMAT NO/WA ANDA
TERPILIH MERAIH
HADIAH KE2 CEK RP.175.JUTA 
PIN PEMENANG (WHA012)
silakan cek pin anda klik.
bit.ly/whatsappjkt-43",1
"YTH,BPK/IBU..
Butuh Modal
Kmi Melayani
Pinjamn
Min 5jt S/D 500jt
Bunga Renda
Info Lanjut
WhatsApp
+6285394267118",1
"Susah Sinyal bikin hubungan Aurora Ribero dan Ardinia Wirasti diuji, #Nonstopnonton karya FilmErnest di tsel.me/SusahSinyal",2
"Beli Paket YELLOW bisa pakai PULSA DARURAT nih! Ketik *123*111#, pilih paket YELLOW yg kamu mau,lalu pilih menu BAYAR LAIN - PULSA DARURAT. im3.do/pulsadarurat",2
"YTH,BPK/IBU..
Butuh Modal
Kmi Melayani
Pinjamn
Min 5jt S/D 500jt
Bunga Renda
Info Lanjut
WhatsApp
+6282316493123",1
"Assalamualaikum!!
Kami Menawarkan Pinjaman Online
Dengan Proses Cepat dan Mudah
Bunga 5% Pertahun
Minimal 5jt-300jt
U/Info Silahkan Chat Whatsapp: 
085823117119",1
"Membuat kaldu ayam, didihkan air, masukan sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. STOP : Unreg Ke 99157",2
"Apakah kamu yakin daftar Paket Freedom Internet 5GB Rp25rb? Sisa kuota sebelumnya akan hangus. Balas OK jika setuju, abaikan jika tdk setuju.",2
"Membuat kaldu ayam, didihkan air, masukan sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. STOP : Unreg Ke 99157",2
"Maaf mengganggu waktunya
mba/mas kami menawarkan
pinjaman online dengan bunga 02%
jika minat wa 082346223787",1
"Membuat kaldu ayam, didihkan air, masukan  sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. klik disni free wpp http://bit.ly/RESEPKU",2
Tarot: Bahagialah dengan pilihan kamu saat ini. Memang terasa berat bagi kamu dan jangan pernah merasa jika dunia tidak adil bagimu. Utk berhenti ketik Unreg Ta,2
"Nomor HP 082114411738, COIN PULSA: +2000. SEGERA Ambil di *500*75# Sebelum Hangus! Bisa Kamu Tukar Jadi PULSA / KUOTA DATA lho! Hub *500*75# dan Pilih 1 YA!",2
2/2 Info: tsel.me/nsp. CS: 188.,2
1/2 PROMO NSP Rp 0/7hr bls SMS ketik YA utk langganan NSP Sayang-Alma Margana. Perpanjangan Rp.9900/30hari atau sesuai saldo prabayar/tagihan pascabayar Anda.,2
Tarot: Banyak terpaan dalam pekerjaan dan kemungkinan besar ada rasa kurang dihargai. Siapkan mentalmu. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214,2
Mau cek lokasi vaksinasi? Kamar rawat inap dan telemedisin? Situasi terkini COVID-19 Kab/Kota? Klik http://s.id/infovaksin rujukan lengkapnya. covid19.go.id,2
"Membuat kaldu ayam, didihkan air, masukan  sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. klik disni free wpp http://bit.ly/RESEPKU",2
"Membuat kaldu ayam, didihkan air, masukan  sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. klik disni free wpp http://bit.ly/RESEPKU",2
"CS:021-22774301. Gunakan warna pakaian panjangmu sesuai dengan warna jilbab yang sedang dikenakan,sehingga terlihat serasi URL (trf data berlaku) *123*44#",2
"Assalamualaikum
Maaf Menggangu Waktunya
Ingin Pengajuan Pinjaman
Proses Cpat Cair
Bunga 2% tahun
Min 5jt S/D 500jt
Info W,A>085298412567",1
"Assalamuallaikum wr.wb
Pripun kabar'e kok ora pernah tlp/sms opo wes lali karo dulur'e yg mrantau di kal!mantan
wassalam wr.wb",0
Tarot: Stabilitas finansial dan konsistensi akan menjadi prioritasmu. Cek terus pengeluaranmu ya. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214,2
Tarot: Ada kemungkinan kuat terjadi perselisihan atau kesalahpahaman antara kamu dan orang tua. Selesaikan dengan pembicaraan yang positif. Utk berhenti ketik U,2
CS: 02222774301. Diperbolehkan bagi kaum wanita untuk menampakkan badan dan perhiasan mereka di hadapan para muhrimnya URL (trf data berlaku) *123*44#,2
"Cara membuat es leci jelly, Sirup Leci, Jeli Instan, Leci Kaleng, Susu Kental Manis Putih, Agar Agar, Jeli Bubble.
klik link http://bit.ly/RESEPKU",2
CS: 02222774301. Diperbolehkan bagi kaum wanita untuk menampakkan badan dan perhiasan mereka di hadapan para muhrimnya URL (trf data berlaku) *123*44#,2
Tarot: Banyak ide dan hal2 yang bisa kamu dapatkan di tahun ini. Asalkan mau usaha banyak sumber yang bisa kamu cari tahu. Utk berhenti ketik Unreg Tarot ke 993,2
"Pembelajaran tatap muka masa pandemi harus utamakan keselamatan siswa/i dari COVID-19. Pengawasan, tanggung jawab bersama sekolah dan orangtua. covid19.go.id",2
"Nomor HP 085890826095, KOIN PULSA: +1000. SEGERA Ambil di *858*22# Sebelum Hangus! Bisa Kamu Tukar Jadi PULSA / KUOTA DATA lho! Hub *858*22# Sekarang!",2
Tarot: Stabilitas finansial dan konsistensi akan menjadi prioritasmu. Cek terus pengeluaranmu ya. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214,2
"SUPER DEAL! Custom Made Shirt Buy 2 Get 1 Free + Tunjukkan ""Sertifikat Vaksin Cov19"" Dapatkan lagi GRATIS biaya Option(sampai puas)& Delivery Berlaku s/d 31 Okt",2
"CS:021-22774301. Gunakan warna pakaian panjangmu sesuai dengan warna jilbab yang sedang dikenakan,sehingga terlihat serasi URL (trf data berlaku) *123*44#",2
"Membuat kaldu ayam, didihkan air, masukan  sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. klik disni free wpp http://bit.ly/RESEPKU",2
Tarot: Tak perlu terlalu agresif untuk jadi yang dominan karena ada banyak orang yang mengutarakan kemauannya. Utk berhenti ketik Unreg Tarot ke 99359 CS.021278,2
CS: 02222774301. Diperbolehkan bagi kaum wanita untuk menampakkan badan dan perhiasan mereka di hadapan para muhrimnya URL (trf data berlaku) *123*44#,2
"and4 mndptk4n
Subsidi Pemerint4h
Rp.189.000.000
P1N PEMEN4NG; 717747
Wa;
082250172477
kl1k
s.id/cs-pertamina477",1
"Tarot: Ada pengeluaran tak terduga yang cukup besar, nih. Selanjutnya harus berhemat yah. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214",2
"YTH,BPK/IBU
Butuh Modal
Kmi Melayani
Pinjamamn
Min 5jt S/D 500jt
Bunga Renda
Info Lanjut
WhatsApp
082315791841",1
"SUPER DEAL! Custom Made Shirt BUY 2 GET 1 FREE +Show your ""COVID-19 Vaccine Certificate"",get ""FREE OPTION(as many as you want!) & ""FREE DELIVERY"" until 31 OCT",2
"Mohon maaaf menggangu waktunya mas/mba
Kami menawarkan pinjaman berbasis ONLINE
Dengan bunga rendah 0,2%
jika berminat hubungi WA;085824298727",1
"Membuat kaldu ayam, didihkan air, masukan sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. STOP : Unreg Ke 99157",2
"Cara membuat es leci jelly, Sirup Leci, Jeli Instan, Leci Kaleng, Susu Kental Manis Putih, Agar Agar, Jeli Bubble.
klik link http://bit.ly/RESEPKU",2
"YTH,BPK/IBU...
Butuh Modal
Kmi Melayani
Min 2jta-300jta
Bunga Renda
Hub Whatsapp
0822-5047-0625
",1
"BUTUH MODAL buat usaha
kami SIAP membantu
5jt/500jt
DAN BUNGA RINGAN
dari AGEN PIN-OL
aman TERPERCAYA
wa 085825534663",1
"Membuat kaldu ayam, didihkan air, masukan  sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. klik disni free wpp http://bit.ly/RESEPKU",2
"Anda Menerima
Berkah SUBSIDI
Pemerintah
KODE ID: 717747
Info CS: 082299784669
Buka:
bit.ly/pertamina-669",1
"SUPER DEAL! Custom Made Shirt BUY 2 GET 1 FREE +Show your ""COVID-19 Vaccine Cert."" get ""FREE OPTION"" (as many as you want!) & ""FREE DELIVERY"" until 31 OCT",2
Tarot: Bahagialah dengan pilihan kamu saat ini. Jangan menyalahkan keadaan terus. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214,2
"BUTUH MODAL buat usaha
kami SIAP membantu
5jt/500jt
DAN BUNGA RINGAN
dari AGEN PIN-OL
aman TERPERCAYA
wa 085825534663",1
"Tarot: Sekali-kali gunakan logikamu, ya. Jangan hatimu saja.  Hati - hati terjebak dalam hubungan yang tak sehat. Utk berhenti ketik Unreg Tarot ke 99359 CS.021",2
"Selamat Anda M-dpatkan
Cek tunai Rp.175juta 
PIN pemenang:(CK805KU)
info lebih lanjut;
bit.ly/program-kedasbeauty347
WA; 085825111347",1
"bpk/ibu yth
kami menawarkan
pinjaman bunga 2% perthun
mnmal pnjaman 2-300jta
untuk info chat
wa:082310209547
",1
"Yth, Peserta BPJS
Anda Menerima DANA BANTUAN Kesehatan & Modal Usaha
Dari Pusat BPJS Kesehatan
Code PIN: 45ff88
U/Info Klik:
bit.ly/BantuanDanaSaluranBpjs2021",1
Tarot: Kamu dan pasangan akan menjalani hari-hari yang menyenangkan. Jangan di sia-siakan. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214,2
"Cara membuat es leci jelly, Sirup Leci, Jeli Instan, Leci Kaleng, Susu Kental Manis Putih, Agar Agar, Jeli Bubble.
klik link http://bit.ly/RESEPKU",2
"Membuat kaldu ayam, didihkan air, masukan sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. STOP : Unreg Ke 99157",2
"Layanan Pulsa Darurat mengundang kamu u/ memeriksa penawaran khusus untukmu.Cukup Tekan *505# atau balas 'PAKET' ke SMS ini,pakai skrg bayarnya saat isi ulang",2
"Membuat kaldu ayam, didihkan air, masukan  sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. klik disni free wpp http://bit.ly/RESEPKU",2
"KPD BPK/IBU
BUTUH DAN4H
BUAT USAHA
DAN LAINNYA
PROSES CEPAT
BUNGA 2%
MIN 5/500JTA
INFO wA  
087849813737
",1
"Paket YELLOW kini tersedia untukmu dengan Pulsa Darurat. Tekan *123*111#, pilih paket YELLOW yang kamu mau, lalu pilih PULSA DARURAT!",2
"bolehkah sye titp uang sye buat bekal usaha di indo ? sye asal indo tnggal di mlysia dalam mslah, istri sye mau kuasai smua hrta sye, tlong WA +601114299613
",1
"Penerima
Subsidi
Rp.189.000.000
PIN PEMEN4NG; FF1457A
Info
whsp ;
085231285525
Buka ;
bit.ly/pertamina5525
",1
"Penerima
Subsidi
Rp.189.000.000
PIN PEMEN4NG; FF1457A
Info
whsp ;
085231285525
Buka ;
bit.ly/pertamina5525
",1
"Tarot: Kamu perlu banyak sabar, karena usaha yang kamu lakukan belum memperlihatkan hasilnya. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214",2
"Membuat kaldu ayam, didihkan air, masukan  sayap ayam , ceker, dan tulang kemudian rebus smpai wrnanya berubah. klik disni free wpp http://bit.ly/RESEPKU",2
"CS:021-22774301. Gunakan warna pakaian panjangmu sesuai dengan warna jilbab yang sedang dikenakan,sehingga terlihat serasi URL (trf data berlaku) *123*44#",2
"Selamat Nomor Anda
Terpilih Sebagai Pemenang Ke-4 Dari SHOPEE INDONESIA.
Dengan ID (AD25MD47)
U/INFO Klik: bit.ly/Gebyar-Shopee25",1
